content,style,alpha,crop,preserve_color,output,flag,username,timestamp
/home/mhnguyen/5GMM/High-Dimensional-Deep-Learning/Projet/HDDL_Style_Transfert/flagged/content/tmpdd65av3m.jpg,/home/mhnguyen/5GMM/High-Dimensional-Deep-Learning/Projet/HDDL_Style_Transfert/flagged/style/tmpmszo_k8x.jpg,1,False,False,,,,2022-12-06 16:05:14.723777
